日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2021-09-10,投资周记（131）优化体系的思考,投资周记,131,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,纳入周期因子(涪陵榨菜→鲁西1.5年4倍);纳入行业大趋势;川渝200家公司+半年报阅读中;YTD +14.97%
2021-09-21,投资周记（132）对过去一年多投资的再思考,投资周记,132,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,再升反思(商业模式缺陷+经营周期+口罩不可持续);喜欢变化中的企业(利君股份4倍案例);持仓变化不够大;YTD +8.98%
2021-09-30,投资周记（133）唯有多看投资才能更加从容,投资周记,133,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,豪能股份|银轮股份,分析豪能股份(航空放量/商誉负债减分/80分);银轮股份(热交换器龙头/新能源毛利低/75分);YTD +5.62%
2021-10-15,投资周记（134）市场最喜欢的公司的形态,投资周记,134,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,市场最爱:利润增幅>营收增幅(戴维斯双击);反思公开账户心态压力;70%基本面+30%市场;YTD +6.06%
2021-10-22,投资周记（135）太极集团的三季报,投资周记,135,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,太极三季报:扣非+270%但绝对值低;销售费用玄机(预提2亿);营收增速不及预期;YTD暴跌至+2.87%
2021-10-29,投资周记（136）赚钱难度在持续加大,投资周记,136,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,再升基本面底到了(剔除口罩后+10.86%);秦安期货又亏1亿;涪陵电力慢牛;常宝原材料成本侵蚀利润;YTD +0.71%(快归零)
2021-11-06,投资周记（137）还是一个股一个股的做下去,投资周记,137,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,去成都硅宝科技调研;坚守太极逻辑(明年业绩憋不住了);多看资料多研究;YTD +5.3%
2021-11-13,投资周记（138）太极集团基本面跟踪情况,投资周记,138,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,太极明年目标:营收增20%+扣非冲5亿!国药最重要中药平台;藿香正气液目标增50%/急支糖浆增100%;YTD +7.42%
2021-11-20,投资周记（139）投资最怕固步自封,投资周记,139,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,固步自封的恐惧(不知道自己不知道);涪陵电力新高(2年成功翻倍);银行估值压10年启示;YTD +9.44%
2021-11-26,投资周记（140）还是要到景气行业中找标的,投资周记,140,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,金雷股份13倍案例(景气行业+戴维斯双击);五只持仓景气度分析(电力二线/再升三线/太极困境/秦安困境/常宝非景气);YTD +8.63%
2021-12-03,投资周记（141）分散和集中,投资周记,141,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,秦安旱地拔葱解套!分散vs集中讨论;选择集中但不绝对集中;秦安以后不搞期货了;YTD +9.82%
2021-12-12,投资周记（142）如何破市场风格的问题,投资周记,142,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,不预测风格(预判不如扔飞镖);绕开风格形成自己打法;在底部找孕育大变化的公司;YTD +9.94%
2021-12-18,投资周记（143）人的使命感,投资周记,143,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,使命感(文字记录散户践行复利思维);涪陵电力是今年耀眼之星(仓位最小的涨最好);太极蠢蠢欲动;YTD +10.91%
2021-12-24,投资周记（144）太极大涨了,投资周记,144,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,太极周涨23%!中药板块带动;私有化落空后坚守逻辑终获回报;中短期波动加剧/中长线刚开始;YTD +18.09%
2021-12-31,投资周记（145）2021年投资总结-轻舟已过万重山,投资周记,145,再升科技|太极集团|涪陵电力|常宝股份|秦安股份,603601.XSHG|600129.XSHG|600452.XSHG|002478.XSHE|603758.XSHG,明确,,2021年最终收益23%!总收益131.4%/年化52.12%;两笔失败:再升(边际变化认知不足)+秦安(期货因子不可控);全年操作约10次;建立100+公司跟踪框架
