日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2021-04-03,投资周记（109）过去一年多投资的反思,投资周记,109,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,Q1总结:YTD -0.1%→+0.71%;再升拖累最大(被游资爆炒后该走未走);再升深度分析(滤纸护城河+保温节能未来);YTD +0.71%
2021-04-09,投资周记（110）谈谈涪陵电力2020年年报,投资周记,110,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,涪陵电力年报:售电受疫情影响毛利率仅2.97%;节能业务+11%;定增项目已提前过户;国网态度是最大变量;YTD +1.02%
2021-04-16,投资周记（111）合伙失败回归宁静,投资周记,111,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,合伙失败(理念差异:高抛低吸vs长期复利);买入常宝100股;卖部分秦安鲁西→加仓太极凑够10000股;YTD +0.85%
2021-04-23,投资周记（112）再升科技年报的感受,投资周记,112,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,再升年报:成长逻辑未变/被动房+汽车防生化+大飞机等新场景;启动川渝200家企业分类工作;YTD +3.70%
2021-05-05,投资周记（113）旅行途中的一些思考,投资周记,113,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,秦安反思(应做困境反转烟蒂而非成长股!只能赚估值回归的钱)；决定细化模型+扩大标的储备;YTD +1.40%
2021-05-16,投资周记（114）研究的乐趣,投资周记,114,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,鲁西分红买涪陵电力300股(作长线验证);再升/涪陵电力=长线股;太极加仓到1万股;分析5家新公司;YTD +0.94%
2021-05-21,投资周记（115）几家公司现场调研感受,投资周记,115,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,太极新任总经理俞敏(前天江制药总经理/打造千亿太极:千亿营收+千亿市值);再升进被动房大市场;秦安只能困境反转;YTD +0.27%
2021-05-28,投资周记（116）回答几个问题,投资周记,116,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,回答7个投资问题(业绩增速/净资产/太极土地/再升最佳买点/筹码结构/周期拐点/东鹏饮料);YTD +7.62%
2021-06-04,投资周记（117）错过的牛股,投资周记,117,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,错过博腾股份反思(困境反转经典案例/从40亿到200亿+);加紧川渝200家企业分类;YTD +9.07%
2021-06-14,投资周记（118）见了位大佬,投资周记,118,再升科技|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,见10位数身家大佬(做企业从几十亿到几百亿的成长阶段);买入1.01万股常宝股份→卖出5000股秦安;太极涨停!YTD +15.47%
2021-06-18,投资周记（119）不要和周期作对,投资周记,119,再升科技|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,建设机械案例(行业第一但周期下行跌70%);太极回调(炒预期资金走了/筹码交换);累计看了40+企业;YTD +9.73%
2021-06-27,投资周记（120）秦安这笔投资的反思,投资周记,120,再升科技|太极集团|涪陵电力|鲁西化工|常宝股份,603601.XSHG|600129.XSHG|600452.XSHG|000830.XSHE|002478.XSHE,明确,,秦安股份全部清仓!投资反思(最高赚10万→终赚不到5万;期货打乱节奏;分类错误应做套利非成长);YTD +11.62%
